ID,SEASON,WEEK,SEASON_TYPE,START_DATE,START_TIME_TBD,COMPLETED,NEUTRAL_SITE,CONFERENCE_GAME,ATTENDANCE,VENUE_ID,VENUE,HOME_ID,HOME_TEAM,HOME_CONFERENCE,HOME_DIVISION,HOME_POINTS,HOME_LINE_SCORES,HOME_POST_WIN_PROB,HOME_PREGAME_ELO,HOME_POSTGAME_ELO,AWAY_ID,AWAY_TEAM,AWAY_CONFERENCE,AWAY_DIVISION,AWAY_POINTS,AWAY_LINE_SCORES,AWAY_POST_WIN_PROB,AWAY_PREGAME_ELO,AWAY_POSTGAME_ELO,EXCITEMENT_INDEX,HIGHLIGHTS,NOTES
401432665,2022,5,regular,2022-10-01T21:00:00.000Z,False,True,False,True,,5931.0,Don Drumm Stadium,317,Marietta,Ohio,iii,29.0,"[7, 0, 7, 15]",,,,188,Baldwin-Wallace,Ohio,iii,33.0,"[0, 14, 6, 13]",,,,,,
401418838,2022,5,regular,2022-10-01T21:00:00.000Z,False,True,False,True,,3967.0,UNI-Dome,2460,Northern Iowa,MVFC,fcs,20.0,"[7, 3, 7, 3]",0.8472313266194891,,,282,Indiana State,MVFC,fcs,14.0,"[0, 3, 3, 8]",0.15276867338051092,,,3.4222233707,,
401431976,2022,5,regular,2022-10-01T21:00:00.000Z,False,True,False,True,,6034.0,Yager Stadium at Moore Bowl,2687,Washburn,Mid America,ii,35.0,"[0, 7, 7, 21]",,,,2214,Emporia State,Mid America,ii,42.0,"[7, 7, 21, 7]",,,,,,
401426341,2022,5,regular,2022-10-01T21:00:00.000Z,False,True,False,True,20671.0,3666.0,Cajun Field,309,Louisiana,Sun Belt,fbs,17.0,"[7, 0, 0, 10]",0.04444242164076881,1648.0,1631.0,6,South Alabama,Sun Belt,fbs,20.0,"[0, 7, 3, 10]",0.9555575783592312,1450.0,1467.0,5.9674950836,,
401404004,2022,5,regular,2022-10-01T21:30:00.000Z,False,True,False,True,23021.0,3820.0,Martin Stadium,265,Washington State,Pac-12,fbs,28.0,"[0, 7, 7, 14]",0.9780220001355745,1641.0,1674.0,25,California,Pac-12,fbs,9.0,"[0, 3, 0, 6]",0.0219779998644255,1536.0,1503.0,5.1716079008,,
401430673,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,3904.0,Rogers Stadium (VA),330,Virginia State,CIAA,ii,28.0,"[0, 14, 7, 7]",,,,2551,Shaw,CIAA,ii,24.0,"[3, 14, 7, 0]",,,,,,
401424949,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,3650.0,Bragg Memorial Stadium,50,Florida A&M,SWAC,fcs,34.0,"[7, 7, 10, 10]",0.9306764753847941,,,2400,Mississippi Valley State,SWAC,fcs,7.0,"[7, 0, 0, 0]",0.06932352461520586,,,3.0285209905,,
401415188,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,,3824.0,Meade Stadium,227,Rhode Island,CAA,fcs,38.0,"[17, 21, 0, 0]",0.9989380050159198,,,225,Brown,Ivy,fcs,10.0,"[3, 0, 0, 7]",0.0010619949840802168,,,1.5423886070,,
401404161,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,18368.0,3918.0,Foreman Field,295,Old Dominion,Sun Belt,fbs,24.0,"[14, 3, 7, 0]",0.11934940478986089,1363.0,1351.0,2335,Liberty,FBS Independents,fbs,38.0,"[14, 7, 10, 7]",0.8806505952101391,1570.0,1582.0,4.6502159291,,
401432094,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,4421.0,Multi-Sport Performance Stadium,2017,Alderson-Broaddus,Mountain East,ii,3.0,"[0, 3, 0, 0]",,,,2707,West Virginia State,Mountain East,ii,30.0,"[0, 9, 14, 7]",,,,,,
401431865,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,5888.0,University Stadium (GA),2698,West Georgia,Gulf South,ii,38.0,"[14, 7, 7, 10]",,,,2401,Mississippi College,Gulf South,ii,39.0,"[3, 7, 13, 16]",,,,,,
401431568,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,3600.0,Tom Adams Field,131,Wayne State (MI),GLIAC,ii,30.0,"[14, 7, 3, 6]",,,,128,Northern Michigan,GLIAC,ii,37.0,"[7, 10, 10, 10]",,,,,,
401431492,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,6040.0,Key Stadium,2292,Indianapolis,Great Lakes,ii,44.0,"[9, 14, 7, 14]",,,,2586,Southwest Baptist,Great Lakes,ii,17.0,"[0, 7, 10, 0]",,,,,,
401426573,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,9547.0,4418.0,Jerry Richardson Stadium,2429,Charlotte,Conference USA,fbs,35.0,"[7, 0, 14, 14]",0.004078655888787531,1106.0,1111.0,2638,UTEP,Conference USA,fbs,41.0,"[7, 17, 10, 7]",0.9959213441112125,1322.0,1317.0,3.7137383757,,
401432980,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,4435.0,Robert B. Redman Stadium,2071,Bloomsburg,Pennsylvania State Athletic,ii,21.0,"[7, 14, 0, 0]",,,,223,West Chester,Pennsylvania State Athletic,ii,16.0,"[0, 3, 0, 13]",,,,,,
401416612,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,20119.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,44.0,"[21, 7, 3, 13]",0.9964120732500237,1377.0,1377.0,160,New Hampshire,CAA,fcs,7.0,"[0, 7, 0, 0]",0.0035879267499763223,,,2.0509367017,,
401428383,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,,3613.0,Alumni Stadium,2169,Delaware State,MEAC,fcs,14.0,"[7, 0, 7, 0]",0.8944967804021597,,,2523,Robert Morris,Big South,fcs,9.0,"[3, 0, 0, 6]",0.10550321959784026,,,9.3225956181,,
401433110,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,,7075.0,Electric Supply Company Field,122666,Barton College,South Atlantic,ii,13.0,"[7, 6, 0, 0]",,,,2839,Tusculum,South Atlantic,ii,14.0,"[0, 0, 7, 7]",,,,,,
401439520,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,6126.0,Bob Boozer Field,2781,Brockport State (NY),Empire 8,iii,25.0,"[6, 0, 7, 12]",,,,374,St. John Fisher,Empire 8,iii,0.0,"[0, 0, 0, 0]",,,,,,
401432334,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,6217.0,W.C. Hawkins Stadium,2019,Allen,SIAC,ii,32.0,"[13, 0, 7, 12]",,,,2119,Central State,SIAC,ii,35.0,"[0, 14, 7, 14]",,,,,,
401418638,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,False,,3908.0,Roy Kidd Stadium,2198,Eastern Kentucky,Atlantic Sun,fcs,35.0,"[7, 14, 7, 7]",0.9274111639287103,,,253,Southern Utah,Western Athletic,fcs,28.0,"[0, 14, 7, 7]",0.07258883607128974,,,5.2428323927,,
401432967,2022,5,regular,2022-10-01T22:00:00.000Z,False,True,False,True,,6072.0,Schwan Regional Event Center,2587,Southwest Minnesota State,Northern Sun,ii,47.0,"[7, 27, 7, 6]",,,,389,Upper Iowa,Northern Sun,ii,7.0,"[0, 0, 0, 7]",,,,,,
401431018,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5838.0,Ornelas Stadium,2194,East Texas Baptist,American Southwest,iii,27.0,"[13, 0, 7, 7]",,,,2588,Southwestern University,American Southwest,iii,17.0,"[7, 3, 7, 0]",,,,,,
401415627,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,21111.0,3674.0,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,fbs,21.0,"[7, 7, 7, 0]",0.0019669921475000615,1502.0,1506.0,2132,Cincinnati,American Athletic,fbs,31.0,"[14, 10, 7, 0]",0.9980330078524999,1801.0,1797.0,4.0593364723,,
401421123,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,False,,3944.0,Strawberry Stadium,2545,Southeastern Louisiana,Southland,fcs,48.0,"[7, 10, 3, 28]",0.48870774683693824,,,93,Murray State,OVC,fcs,14.0,"[0, 7, 7, 0]",0.5112922531630617,,,1.5771583192,,
401403903,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,87451.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,fbs,17.0,"[7, 10, 0, 0]",0.6717844646802704,1559.0,1558.0,99,LSU,SEC,fbs,21.0,"[0, 14, 7, 0]",0.3282155353197296,1643.0,1644.0,8.5646328777,,
401431581,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5263.0,Steele Stadium,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,31.0,"[10, 7, 0, 14]",,,,2273,Hillsdale,Great Midwest Athletic,ii,27.0,"[7, 14, 0, 6]",,,,,,
401431087,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,980.0,Benedetti-Wehrli Stadium,3071,North Central,CCIW,iii,33.0,"[14, 6, 0, 13]",,,,396,Wheaton College (Ill),CCIW,iii,0.0,"[0, 0, 6, 14]",,,,,,
401423451,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3631.0,BBVA Compass Stadium,2640,Texas Southern,SWAC,fcs,13.0,"[7, 0, 6, 0]",0.0455183749702975,,,2011,Alabama State,SWAC,fcs,16.0,"[0, 3, 3, 10]",0.9544816250297025,,,4.7128773327,,
401435349,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5834.0,Deeds Field-Piper Stadium,2171,Denison,North Coast,iii,13.0,"[0, 6, 7, 0]",,,,83,DePauw,North Coast,iii,17.0,"[7, 3, 7, 0]",,,,,,
401462217,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3734.0,Gayle and Tom Benson Stadium,2916,Incarnate Word,Southland,fcs,48.0,"[14, 7, 7, 20]",0.9982185773598803,,,2377,McNeese,Southland,fcs,20.0,"[0, 10, 3, 7]",0.001781422640119712,,,2.1944819034,,
401431535,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3811.0,Lubbers Stadium,125,Grand Valley State,GLIAC,ii,29.0,"[6, 10, 6, 7]",,,,129,Saginaw Valley,GLIAC,ii,10.0,"[7, 0, 3, 0]",,,,,,
401431554,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,False,,3770.0,Jack Miller Stadium,308,Ashland,Great Midwest Athletic,ii,56.0,"[14, 14, 14, 14]",,,,2886,Northwood (MI),Great Midwest Athletic,ii,17.0,"[0, 7, 3, 7]",,,,,,
401431826,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5935.0,Parker Field at McCool Stadium,2170,Delta State,Gulf South,ii,70.0,"[14, 28, 21, 7]",,,,2673,Valdosta State,Gulf South,ii,31.0,"[3, 14, 0, 14]",,,,,,
401426578,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,False,20168.0,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,27.0,"[7, 10, 3, 7]",0.07709777175543672,1844.0,1789.0,2653,Troy,Sun Belt,fbs,34.0,"[10, 3, 7, 14]",0.9229022282445632,1372.0,1427.0,7.2257283546,,
401426340,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,18172.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,45.0,"[10, 14, 14, 7]",0.9546277361158483,1246.0,1271.0,2433,Louisiana Monroe,Sun Belt,fbs,28.0,"[7, 7, 7, 7]",0.04537226388415172,1115.0,1090.0,4.6841668199,,
401426337,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,18756.0,3654.0,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,34.0,"[7, 0, 7, 20]",0.7837178812964412,1676.0,1671.0,290,Georgia Southern,Sun Belt,fbs,30.0,"[0, 7, 10, 13]",0.21628211870355885,1398.0,1403.0,8.5452407899,,
401435487,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3603.0,Aggie Stadium,2448,North Carolina A&T,Big South,fcs,24.0,"[14, 0, 3, 7]",0.9908665283368867,,,2803,Bryant,Big South,fcs,13.0,"[0, 3, 10, 0]",0.00913347166311329,,,5.7979878342,,
401432752,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5814.0,Gesling Stadium,2102,Carnegie Mellon,Presidents',iii,0.0,[],,,,2849,Westminster PA,Presidents',iii,0.0,[],,,,,,
401432796,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3871.0,General Charles C. Krulak Stadium,3,Birmingham-Southern,Southern Athletic,iii,24.0,"[10, 0, 7, 7]",,,,2757,Berry College,Southern Athletic,iii,10.0,"[0, 10, 0, 0]",,,,,,
401432898,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5900.0,Don and Nona Williams Stadium,2744,UW-Stout,Wisconsin,iii,73.0,"[15, 24, 14, 20]",,,,2738,Wisconsin-Eau Claire,Wisconsin,iii,29.0,"[3, 6, 13, 7]",,,,,,
401423926,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,3599.0,Ace W. Mumford Stadium,2582,Southern,SWAC,fcs,59.0,"[7, 35, 14, 3]",0.9988066484337036,,,2029,Arkansas-Pine Bluff,SWAC,fcs,3.0,"[3, 0, 0, 0]",0.0011933515662964078,,,2.0079297832,,
401425419,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,True,True,,499.0,Cotton Bowl,2755,Grambling,SWAC,fcs,14.0,"[0, 0, 14, 0]",0.15445431183595767,,,2504,Prairie View,SWAC,fcs,34.0,"[7, 20, 0, 7]",0.8455456881640423,,,1.7800443992,,
401445803,2022,5,regular,2022-10-01T23:00:00.000Z,False,True,False,True,,5689.0,Seaverns Field At Harold Alfond Stadium,33,Colby,NESCAC,iii,38.0,"[7, 7, 10, 14]",,,,121,Bates College,NESCAC,iii,17.0,"[7, 10, 0, 0]",,,,,,
401405102,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,86804.0,3834.0,Memorial Stadium,158,Nebraska,Big Ten,fbs,35.0,"[7, 14, 0, 14]",0.993817690085175,1523.0,1536.0,84,Indiana,Big Ten,fbs,21.0,"[0, 21, 0, 0]",0.006182309914825046,1336.0,1323.0,8.0410791836,,
401404087,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,100740.0,3910.0,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,fbs,38.0,"[14, 14, 7, 3]",0.998656501036639,1742.0,1759.0,277,West Virginia,Big 12,fbs,20.0,"[0, 7, 0, 13]",0.001343498963360945,1493.0,1476.0,2.5785580804,,
401426577,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,21926.0,3895.0,Rice Stadium,242,Rice,Conference USA,fbs,28.0,"[7, 0, 14, 7]",0.4554328299353524,1211.0,1225.0,5,UAB,Conference USA,fbs,24.0,"[7, 10, 7, 0]",0.5445671700646476,1556.0,1542.0,6.5030702865,,
401418830,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,,3744.0,Hancock Stadium,2287,Illinois State,MVFC,fcs,14.0,"[0, 0, 7, 7]",0.13404788848630597,,,79,Southern Illinois,MVFC,fcs,19.0,"[0, 19, 0, 0]",0.865952111513694,,,4.6109209925,,
401411125,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,81500.0,3836.0,Memorial Stadium,228,Clemson,ACC,fbs,30.0,"[3, 10, 7, 10]",0.9593811832192526,1809.0,1816.0,152,NC State,ACC,fbs,20.0,"[3, 7, 3, 7]",0.04061881678074741,1659.0,1652.0,5.3471325493,,
401411126,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,15152.0,3982.0,Wallace Wade Stadium,150,Duke,ACC,fbs,38.0,"[14, 7, 7, 10]",0.9958218999541674,1261.0,1336.0,258,Virginia,ACC,fbs,17.0,"[0, 7, 3, 7]",0.004178100045832633,1481.0,1406.0,3.0606932376,,
401415230,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,17765.0,3984.0,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,16.0,"[3, 7, 6, 0]",0.037112405082783045,1405.0,1367.0,23,San José State,Mountain West,fbs,33.0,"[2, 17, 7, 7]",0.962887594917217,1430.0,1468.0,3.7966014857,,
401403907,2022,5,regular,2022-10-01T23:30:00.000Z,False,True,False,True,58165.0,3838.0,Faurot Field,142,Missouri,SEC,fbs,22.0,"[3, 13, 3, 3]",0.00454305545411573,1411.0,1443.0,61,Georgia,SEC,fbs,26.0,"[0, 6, 6, 14]",0.9954569445458843,2090.0,2058.0,6.6931253744,,
401431930,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,6057.0,Ron & Carol Cope Stadium at Foster Field,2438,Nebraska-Kearney,Mid America,ii,38.0,"[7, 7, 7, 17]",,,,2231,Fort Hays State,Mid America,ii,20.0,"[7, 0, 6, 7]",,,,,,
401431896,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,3633.0,Ben Altamirano Field,2703,Western New Mexico,Lone Star,ii,30.0,"[7, 10, 7, 0, 6]",,,,2395,Midwestern State,Lone Star,ii,27.0,"[7, 7, 7, 3, 3]",,,,,,
401433074,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,3860.0,O'Harra Stadium,613,South Dakota Mines,Rocky Mountain,ii,17.0,"[7, 3, 0, 7]",,,,2069,Black Hills State,Rocky Mountain,ii,24.0,"[0, 10, 7, 7]",,,,,,Black Hills Brawl
401431594,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,False,,5938.0,Al Whitehead Field at Greyhound Stadium,2201,Eastern New Mexico,Lone Star,ii,17.0,"[0, 10, 0, 7]",,,,2120,Central Washington,Lone Star,ii,45.0,"[14, 14, 7, 10]",,,,,,
401433089,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,5882.0,Ralph Stocker Stadium,11,Colorado Mesa,Rocky Mountain,ii,34.0,"[0, 14, 7, 10, 3, 0]",,,,2714,Western State,Rocky Mountain,ii,42.0,"[14, 14, 0, 3, 3, 8]",,,,,,
401413227,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,1027.0,Alex G. Spanos Stadium,13,Cal Poly,Big Sky,fcs,21.0,"[0, 0, 7, 14]",0.0015413308206459447,,,16,Sacramento State,Big Sky,fcs,49.0,"[7, 14, 14, 14]",0.9984586691793541,,,0.7883391624,,
401411129,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,46972.0,3752.0,Heinz Field,221,Pittsburgh,ACC,fbs,21.0,"[0, 7, 0, 14]",0.9584467304946535,1695.0,1650.0,59,Georgia Tech,ACC,fbs,26.0,"[3, 3, 3, 17]",0.041553269505346546,1235.0,1280.0,6.1460908723,,
401431023,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,True,False,,,,123086,North American University,,,17.0,"[0, 3, 7, 7]",,,,2639,Texas Lutheran,American Southwest,iii,45.0,"[21, 7, 7, 10]",,,,,,
401426574,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,False,10423.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,fbs,7.0,"[0, 7, 0, 0]",0.0038913402491266985,1093.0,1040.0,2229,Florida International,Conference USA,fbs,21.0,"[7, 14, 0, 0]",0.9961086597508733,890.0,943.0,3.8360071997,,
401431512,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,3609.0,Allgood-Bailey Stadium,2402,Missouri S&T,Great Lakes,ii,31.0,"[3, 11, 10, 7]",,,,2825,Quincy,Great Lakes,ii,24.0,"[7, 14, 3, 0]",,,,,,
401431908,2022,5,regular,2022-10-02T00:00:00.000Z,False,True,False,True,,5884.0,Buffalo Stadium,2704,West Texas A&M,Lone Star,ii,28.0,"[9, 7, 3, 9]",,,,110243,University of Texas of the Permian Basin,Lone Star,ii,27.0,"[0, 14, 10, 3]",,,,,,
401418785,2022,5,regular,2022-10-02T01:00:00.000Z,False,True,False,True,,3745.0,Greater Zion Stadium,3101,Utah Tech,Western Athletic,fcs,10.0,"[3, 7, 0, 0]",0.32541501403249784,,,2000,Abilene Christian,Western Athletic,fcs,26.0,"[0, 6, 7, 13]",0.6745849859675022,,,8.4745740702,,
401433063,2022,5,regular,2022-10-02T01:00:00.000Z,False,True,False,True,,5866.0,Rex Stadium,2001,Adams State,Rocky Mountain,ii,21.0,"[0, 7, 7, 7]",,,,2424,New Mexico Highlands,Rocky Mountain,ii,23.0,"[13, 3, 7, 0]",,,,,,
401413248,2022,5,regular,2022-10-02T01:00:00.000Z,False,True,False,True,,3791.0,Kibbie Dome,70,Idaho,Big Sky,fcs,55.0,"[10, 14, 21, 10]",0.997207383569575,,,2458,Northern Colorado,Big Sky,fcs,35.0,"[6, 14, 8, 7]",0.0027926164304250545,,,3.0103451088,,
401431603,2022,5,regular,2022-10-02T01:00:00.000Z,False,True,True,False,,7365.0,Blaine High School,2829,Simon Fraser,Lone Star,ii,7.0,"[0, 0, 7, 0]",,,,2658,Texas A&M-Kingsville,Lone Star,ii,35.0,"[21, 7, 0, 7]",,,,,,
401404002,2022,5,regular,2022-10-02T01:30:00.000Z,False,True,False,True,36591.0,3619.0,Arizona Stadium,12,Arizona,Pac-12,fbs,43.0,"[13, 13, 10, 7]",0.989943034344756,1319.0,1361.0,38,Colorado,Pac-12,fbs,20.0,"[7, 6, 7, 0]",0.010056965655244055,1189.0,1147.0,2.4016515579,,
401439550,2022,5,regular,2022-10-02T02:00:00.000Z,False,True,False,True,,6147.0,"Memorial Stadium (Whittier, CA)",2850,Whittier,So. Cal.,iii,0.0,"[0, 0, 0, 0]",,,,2094,Cal Lutheran,So. Cal.,iii,45.0,"[16, 8, 14, 7]",,,,,,
401461978,2022,5,regular,2022-10-02T02:00:00.000Z,False,True,False,True,,5819.0,Ernie Chapman Stadium,411,Chapman,So. Cal.,iii,17.0,"[3, 7, 7, 0]",,,,2923,Pomona-Pitzer,So. Cal.,iii,31.0,"[7, 14, 7, 3]",,,,,,
401413342,2022,5,regular,2022-10-02T02:15:00.000Z,False,True,False,True,,3643.0,Bobcat Stadium,147,Montana State,Big Sky,fcs,41.0,"[7, 17, 14, 3]",0.9823785650022578,,,302,UC Davis,Big Sky,fcs,24.0,"[10, 3, 11, 0]",0.017621434997742158,,,7.7113139109,,
401404003,2022,5,regular,2022-10-02T02:30:00.000Z,False,True,False,True,62133.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,42.0,"[14, 7, 7, 14]",0.981157073192264,1686.0,1708.0,9,Arizona State,Pac-12,fbs,25.0,"[7, 10, 0, 8]",0.018842926807736027,1527.0,1505.0,2.6501059334,,
401404005,2022,5,regular,2022-10-02T03:00:00.000Z,False,True,False,True,52218.0,3626.0,Autzen Stadium,2483,Oregon,Pac-12,fbs,45.0,"[10, 21, 7, 7]",0.9701803071540805,1567.0,1585.0,24,Stanford,Pac-12,fbs,27.0,"[0, 3, 14, 10]",0.029819692845919454,1333.0,1315.0,2.1428719446,,
401403904,2022,5,regular,2022-10-02T16:00:00.000Z,False,True,False,False,72462.0,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,52.0,"[14, 21, 10, 7]",0.9989708714374801,1568.0,1568.0,331,Eastern Washington,Big Sky,fcs,17.0,"[3, 0, 0, 14]",0.0010291285625199098,,,1.3060924289,,Moved from Oct 1
401432348,2022,5,regular,2022-10-02T18:00:00.000Z,False,True,False,True,,3705.0,Earl Kitchings Stadium,2206,Edward Waters,SIAC,ii,49.0,"[14, 14, 14, 7]",,,,60,Morehouse,SIAC,ii,20.0,"[0, 7, 13, 0]",,,,,,
401441333,2022,5,regular,2022-10-02T19:00:00.000Z,False,True,False,True,,3952.0,Ted Wright Stadium,2542,Savannah State,SIAC,ii,13.0,"[0, 6, 7, 0]",,,,2310,Kentucky State,SIAC,ii,28.0,"[7, 14, 7, 0]",,,,,,
401415629,2022,6,regular,2022-10-05T23:00:00.000Z,False,True,False,True,27495.0,3652.0,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,41.0,"[3, 7, 14, 17]",0.9950635412372458,1618.0,1672.0,2567,SMU,American Athletic,fbs,19.0,"[7, 6, 0, 6]",0.00493645876275417,1628.0,1574.0,5.6209392255,,Moved from Oct 1
401431164,2022,6,regular,2022-10-06T23:00:00.000Z,False,True,False,True,,5940.0,Clean Harbors Stadium,110,Mass Maritime,MSCAC,iii,14.0,"[0, 0, 14, 0]",,,,379,UMass Dartmouth,MSCAC,iii,28.0,"[7, 14, 7, 0]",,,,,,
401432095,2022,6,regular,2022-10-06T23:00:00.000Z,False,True,False,True,,4421.0,Multi-Sport Performance Stadium,2017,Alderson-Broaddus,Mountain East,ii,7.0,"[0, 7, 0, 0]",,,,2986,Fairmont State,Mountain East,ii,51.0,"[28, 9, 14, 0]",,,,,,
401431962,2022,6,regular,2022-10-07T00:00:00.000Z,False,True,False,True,,5878.0,Wantland Stadium,2122,Central Oklahoma,Mid America,ii,55.0,"[24, 28, 3, 0]",,,,196,Northeastern State,Mid America,ii,6.0,"[0, 0, 0, 6]",,,,,,
401405111,2022,6,regular,2022-10-07T23:00:00.000Z,False,True,False,True,53752.0,6577.0,SHI Stadium,164,Rutgers,Big Ten,fbs,13.0,"[10, 3, 0, 0]",0.573271777224624,1329.0,1337.0,158,Nebraska,Big Ten,fbs,14.0,"[0, 0, 7, 7]",0.42672822277537603,1536.0,1528.0,7.4072532651,,
401415407,2022,6,regular,2022-10-07T23:00:00.000Z,False,True,False,True,,3921.0,Schoellkopf Field,172,Cornell,Ivy,fcs,28.0,"[7, 0, 7, 14]",0.9390598359407257,,,108,Harvard,Ivy,fcs,35.0,"[0, 13, 7, 15]",0.06094016405927427,,,2.1126366926,,
401415630,2022,6,regular,2022-10-07T23:30:00.000Z,False,True,False,True,28126.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,32.0,"[14, 3, 3, 12]",0.4153906361135005,1506.0,1505.0,248,Houston,American Athletic,fbs,33.0,"[0, 7, 0, 26]",0.5846093638864995,1514.0,1515.0,5.5190805270,,
401415236,2022,6,regular,2022-10-08T02:30:00.000Z,False,True,False,True,16669.0,3935.0,Spartan Stadium,23,San José State,Mountain West,fbs,40.0,"[7, 16, 10, 7]",0.9986132122985955,1468.0,1553.0,2439,UNLV,Mountain West,fbs,7.0,"[0, 0, 7, 0]",0.001386787701404546,1424.0,1339.0,2.3699361347,,
401415233,2022,6,regular,2022-10-08T02:30:00.000Z,False,True,False,True,18255.0,3816.0,Mackay Stadium,2440,Nevada,Mountain West,fbs,14.0,"[0, 7, 0, 7]",0.2871703860288173,1467.0,1448.0,36,Colorado State,Mountain West,fbs,17.0,"[14, 0, 0, 3]",0.7128296139711827,1246.0,1265.0,8.8468883334,,
401416614,2022,6,regular,2022-10-08T16:00:00.000Z,False,True,False,True,10876.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,23.0,"[0, 7, 9, 7]",0.0006575762576097063,1366.0,1304.0,2199,Eastern Michigan,Mid-American,fbs,45.0,"[14, 21, 7, 3]",0.9993424237423902,1320.0,1382.0,4.7638886418,,
401438653,2022,6,regular,2022-10-08T16:00:00.000Z,False,True,False,True,,3819.0,Bowditch Field,2967,Framingham State,MSCAC,iii,47.0,"[14, 26, 7, 0]",,,,114,Fitchburg State,MSCAC,iii,0.0,"[0, 0, 0, 0]",,,,,,
